wielkosc tablicy;looking_Value;result;czas;liczba operacji;;;;
87600000;-6,61044E+18;43800000;522362;43800001;;;43200001;513516
87700000;-3,53613E+18;43850000;515792;43850001;;;43250001;517368
87800000;-6,54412E+18;43900000;526756;43900001;;;43300001;517883
87900000;7,05476E+18;43950000;525170;43950001;;;43350001;517815
88000000;7,65615E+18;18868539;223900;18868540;;;43400001;521861
88100000;4,63738E+18;44050000;522593;44050001;;;43450001;511142
88200000;-5,71847E+16;44100000;517992;44100001;;;43500001;524709
88300000;1,18726E+18;44150000;550558;44150001;;;43550001;513745
88400000;-5,93825E+18;44200000;543832;44200001;;;43600001;521632
88500000;-5,25137E+18;44250000;537317;44250001;;;43650001;535559
88600000;4,34284E+18;44300000;524669;44300001;;;43700001;526815
88700000;1,13717E+18;44350000;529274;44350001;;;43750001;532547
88800000;-6,14966E+18;44400000;527781;44400001;;;43800001;522362
88900000;5,47757E+18;44450000;557410;44450001;;;43850001;515792
89000000;-5,13578E+18;44500000;531197;44500001;;;43900001;526756
89100000;1,1691E+17;44550000;534803;44550001;;;43950001;525170
89200000;-8,81443E+18;44600000;525522;44600001;;;44050001;522593
89300000;5,25054E+18;29498047;350797;29498048;;;44100001;517992
89400000;5,23024E+18;44700000;548991;44700001;;;44150001;550558
89500000;5,93193E+18;44750000;534116;44750001;;;44200001;543832
89600000;-6,15208E+18;44800000;526655;44800001;;;44250001;537317
89700000;5,74002E+17;44850000;528899;44850001;;;44300001;524669
89800000;3,26223E+18;44900000;532414;44900001;;;44350001;529274
89900000;-3,8313E+18;44950000;542219;44950001;;;44400001;527781
90000000;5,94776E+18;45000000;558981;45000001;;;44450001;557410
90100000;-1,99508E+18;45050000;529215;45050001;;;44500001;531197
90200000;2,88948E+17;45100000;536005;45100001;;;44550001;534803
90300000;-1,31974E+17;45150000;531969;45150001;;;44600001;525522
90400000;4,59666E+18;45200000;552674;45200001;;;44700001;548991
90500000;5,24671E+18;45250000;534623;45250001;;;44750001;534116
90600000;-7,68478E+18;45300000;537326;45300001;;;44800001;526655
90700000;-4,163E+18;45350000;532894;45350001;;;44850001;528899
90800000;-7,89824E+18;45400000;535556;45400001;;;44900001;532414
90900000;5,37976E+16;45450000;543460;45450001;;;44950001;542219
91000000;-6,06605E+18;45500000;537409;45500001;;;45000001;558981
91100000;-1,54475E+17;45550000;543753;45550001;;;45050001;529215
91200000;6,56095E+18;45600000;548067;45600001;;;45100001;536005
91300000;-5,1054E+18;45650000;547896;45650001;;;45150001;531969
91400000;4,80814E+18;45700000;553511;45700001;;;45200001;552674
91500000;-1,39284E+18;45750000;537436;45750001;;;45250001;534623
91600000;-3,36056E+18;45800000;547916;45800001;;;45300001;537326
91700000;1,87765E+18;45850000;546482;45850001;;;45350001;532894
91800000;2,44166E+18;45900000;546006;45900001;;;45400001;535556
91900000;-7,07395E+18;45950000;555079;45950001;;;45450001;543460
92000000;6,73328E+18;46000000;545841;46000001;;;45500001;537409
92100000;-7,04692E+18;46050000;559170;46050001;;;45550001;543753
92200000;4,29634E+18;46100000;558016;46100001;;;45600001;548067
92300000;-4,02611E+18;46150000;544496;46150001;;;45650001;547896
92400000;-1,28601E+18;46200000;567858;46200001;;;45700001;553511
92500000;-3,73266E+18;46250000;555062;46250001;;;45750001;537436
92600000;4,13167E+18;46300000;552717;46300001;;;45800001;547916
92700000;7,14984E+18;46350000;539639;46350001;;;45850001;546482
92800000;2,71532E+18;46400000;546325;46400001;;;45900001;546006
92900000;-3,29587E+18;46450000;549429;46450001;;;45950001;555079
93000000;1,79727E+18;46500000;552409;46500001;;;46000001;545841
93100000;-6,5658E+18;46550000;550400;46550001;;;46050001;559170
93200000;4,94636E+18;46600000;553574;46600001;;;46100001;558016
93300000;6,09922E+18;46650000;551307;46650001;;;46150001;544496
93400000;1,85994E+18;46700000;565813;46700001;;;46200001;567858
93500000;-2,63959E+18;46750000;557547;46750001;;;46250001;555062
93600000;4,71948E+18;46800000;546312;46800001;;;46300001;552717
93700000;-5,83831E+18;46850000;560919;46850001;;;46350001;539639
93800000;-6,45815E+18;46900000;557963;46900001;;;46400001;546325
93900000;4,66794E+18;46950000;559188;46950001;;;46450001;549429
94000000;1,56194E+18;47000000;554794;47000001;;;46500001;552409
94100000;-7,93558E+18;47050000;552044;47050001;;;46550001;550400
94200000;4,41528E+18;47100000;550845;47100001;;;46600001;553574
94300000;7,09148E+18;47150000;576620;47150001;;;46650001;551307
94400000;-6,71374E+18;47200000;584949;47200001;;;46696716;543588
94500000;7,23629E+18;41519889;497670;41519890;;;46700001;565813
94600000;7,73472E+18;47300000;571631;47300001;;;46750001;557547
94700000;-7,82584E+18;47350000;561951;47350001;;;46800001;546312
94800000;-7,34004E+17;47400000;558547;47400001;;;46850001;560919
94900000;5,80518E+18;47450000;552142;47450001;;;46900001;557963
95000000;-4,35107E+18;47500000;561389;47500001;;;46950001;559188
95100000;1,8334E+18;47550000;558485;47550001;;;47000001;554794
95200000;-4,07762E+18;47600000;557865;47600001;;;47050001;552044
95300000;-8,53559E+18;47650000;582236;47650001;;;47100001;550845
95400000;4,26502E+18;47700000;586520;47700001;;;47150001;576620
95500000;5,17138E+18;47750000;580462;47750001;;;47200001;584949
95600000;6,04581E+18;47800000;583410;47800001;;;47300001;571631
95700000;-4,1677E+18;47850000;581650;47850001;;;47350001;561951
95800000;-7,38642E+18;40428723;473795;40428724;;;47400001;558547
95900000;-3,54451E+18;47950000;572831;47950001;;;47450001;552142
96000000;5,94694E+18;48000000;573000;48000001;;;47500001;561389
96100000;4,94485E+18;48050000;572941;48050001;;;47550001;558485
96200000;3,6067E+18;48100000;569180;48100001;;;47600001;557865
96300000;8,71088E+18;48150000;589709;48150001;;;47650001;582236
96400000;5,82076E+18;48200000;584882;48200001;;;47700001;586520
96500000;2,19536E+18;48250000;572198;48250001;;;47750001;580462
96600000;2,5239E+18;48300000;576764;48300001;;;47800001;583410
96700000;-4,34743E+18;48350000;582440;48350001;;;47850001;581650
96800000;-2,7863E+18;48400000;584868;48400001;;;47950001;572831
96900000;2,851E+18;48450000;575744;48450001;;;48000001;573000
97000000;6,12732E+18;48500000;582935;48500001;;;48050001;572941
97100000;1,91863E+18;48550000;566451;48550001;;;48100001;569180
97200000;4,7044E+18;48600000;594402;48600001;;;48150001;589709
97300000;2,8166E+18;48650000;599501;48650001;;;48200001;584882
97400000;1,34899E+18;48700000;566505;48700001;;;48250001;572198
97500000;6,70107E+18;48750000;573368;48750001;;;48300001;576764
97600000;2,4088E+18;48800000;574073;48800001;;;48350001;582440
97700000;3,15294E+18;48850000;574758;48850001;;;48400001;584868
97800000;-8,75038E+18;48900000;583645;48900001;;;48450001;575744
97900000;3,0292E+18;48950000;576725;48950001;;;48500001;582935
98000000;7,81123E+18;49000000;579005;49000001;;;48550001;566451
98100000;-3,20988E+18;49050000;606568;49050001;;;48600001;594402
98200000;5,00356E+18;49100000;603321;49100001;;;48650001;599501
98300000;1,05401E+18;49150000;588313;49150001;;;48700001;566505
98400000;2,9978E+18;49200000;592563;49200001;;;48750001;573368
98500000;4,28612E+18;49250000;591180;49250001;;;48800001;574073
98600000;4,97569E+18;49300000;578077;49300001;;;48850001;574758
98700000;3,90221E+18;49350000;589954;49350001;;;48900001;583645
98800000;-2,73995E+18;49400000;582327;49400001;;;48950001;576725
98900000;-3,75737E+18;49450000;603484;49450001;;;49000001;579005
99000000;1,78163E+18;49500000;576826;49500001;;;49050001;606568
99100000;3,90966E+18;49550000;607022;49550001;;;49100001;603321
99200000;-4,02781E+17;49600000;581041;49600001;;;49150001;588313
99300000;-2,00838E+18;49650000;594576;49650001;;;49200001;592563
99400000;-8,74944E+18;49700000;589296;49700001;;;49250001;591180
99500000;-3,78516E+18;49750000;587840;49750001;;;49300001;578077
99600000;-5,50712E+18;49800000;611760;49800001;;;49350001;589954
99700000;-1,44494E+18;49850000;594874;49850001;;;49400001;582327
99800000;-2,88133E+18;49900000;584654;49900001;;;49450001;603484
99900000;3,8173E+18;49950000;592958;49950001;;;49500001;576826
100000000;-4,38068E+18;50000000;612749;50000001;;;49550001;607022
100100000;-4,81258E+18;50050000;587030;50050001;;;49600001;581041
100200000;8,47165E+18;50100000;591243;50100001;;;49650001;594576
100300000;2,02604E+18;50150000;598161;50150001;;;49700001;589296
100400000;-2,52077E+18;50200000;586211;50200001;;;49750001;587840
100500000;2,5387E+18;50250000;593131;50250001;;;49800001;611760
100600000;6,72882E+18;50300000;605278;50300001;;;49850001;594874
100700000;-6,67661E+18;50350000;587531;50350001;;;49900001;584654
100800000;8,97102E+18;50400000;593687;50400001;;;49950001;592958
100900000;4,77895E+18;50450000;621622;50450001;;;50000001;612749
101000000;5,27534E+18;50500000;604187;50500001;;;50050001;587030
101100000;4,91596E+18;50550000;593776;50550001;;;50100001;591243
101200000;7,86577E+18;50600000;608457;50600001;;;50150001;598161
101300000;5,32821E+18;50650000;594732;50650001;;;50200001;586211
101400000;8,50933E+18;50700000;597054;50700001;;;50250001;593131
101500000;2,39119E+18;46696715;543588;46696716;;;50300001;605278
101600000;-8,83241E+18;50800000;594769;50800001;;;50350001;587531
101700000;-3,67707E+18;50850000;597958;50850001;;;50400001;593687
101800000;-2,56094E+18;50900000;628881;50900001;;;50450001;621622
101900000;3,39356E+18;50950000;595309;50950001;;;50500001;604187
102000000;-2,66975E+17;51000000;608781;51000001;;;50550001;593776
102100000;-5,61081E+18;51050000;609897;51050001;;;50600001;608457
102200000;-1,41431E+18;51100000;616670;51100001;;;50650001;594732
102300000;1,17696E+18;51150000;600868;51150001;;;50700001;597054
102400000;8,2602E+18;51200000;634932;51200001;;;50800001;594769
102500000;-3,87879E+18;51250000;614942;51250001;;;50850001;597958
102600000;6,49874E+18;51300000;605686;51300001;;;50900001;628881
102700000;3,71925E+18;51350000;622088;51350001;;;50950001;595309
102800000;-3,77083E+18;51400000;616135;51400001;;;51000001;608781
102900000;-8,81357E+17;51450000;614818;51450001;;;51050001;609897
103000000;-3,86292E+18;51500000;641726;51500001;;;51100001;616670
103100000;-5,35942E+18;51550000;614494;51550001;;;51150001;600868
103200000;-8,098E+18;51600000;618185;51600001;;;51200001;634932
103300000;6,33094E+18;51650000;605413;51650001;;;51250001;614942
103400000;-2,65685E+18;51700000;620545;51700001;;;51300001;605686
103500000;6,97735E+17;51750000;601928;51750001;;;51350001;622088
103600000;-2,58892E+18;51800000;636705;51800001;;;51400001;616135
103700000;2,28227E+18;51850000;612356;51850001;;;51450001;614818
103800000;-2,80831E+18;51900000;619904;51900001;;;51500001;641726
103900000;-8,18802E+18;51950000;611474;51950001;;;51550001;614494
104000000;7,80224E+18;52000000;632821;52000001;;;51600001;618185
104100000;8,20165E+17;52050000;611561;52050001;;;51650001;605413
104200000;-8,15515E+18;52100000;622057;52100001;;;51700001;620545
104300000;4,8835E+18;52150000;609241;52150001;;;51750001;601928
104400000;5,22796E+18;52200000;620362;52200001;;;51800001;636705
104500000;-2,69007E+18;52250000;635561;52250001;;;51850001;612356
104600000;5,03183E+18;52300000;620441;52300001;;;51900001;619904
104700000;-8,21019E+18;52350000;630052;52350001;;;51950001;611474
104800000;-1,4372E+17;52400000;626110;52400001;;;52000001;632821
104900000;2,61174E+18;52450000;620509;52450001;;;52050001;611561
105000000;-2,49332E+18;52500000;619406;52500001;;;52100001;622057
105100000;-3,0739E+18;52550000;619546;52550001;;;52150001;609241
105200000;6,11075E+18;52600000;618247;52600001;;;52200001;620362
105300000;6,8424E+18;52650000;653061;52650001;;;52250001;635561
105400000;3,4783E+18;52700000;647016;52700001;;;52300001;620441
105500000;7,84941E+18;52750000;626225;52750001;;;52350001;630052
105600000;3,03271E+18;52800000;629444;52800001;;;52400001;626110
105700000;6,02302E+18;52850000;626046;52850001;;;52450001;620509
105800000;6,20076E+17;52900000;624484;52900001;;;52500001;619406
105900000;-5,78348E+18;52950000;625442;52950001;;;52550001;619546
106000000;3,3078E+18;53000000;635670;53000001;;;52600001;618247
106100000;-6,2936E+18;53050000;613885;53050001;;;52650001;653061
106200000;-5,12242E+18;53100000;646375;53100001;;;52700001;647016
106300000;-6,61919E+17;53150000;629119;53150001;;;52750001;626225
106400000;2,22182E+18;53200000;649461;53200001;;;52800001;629444
106500000;6,77114E+18;53250000;625260;53250001;;;52850001;626046
106600000;7,71405E+18;37577030;442247;37577031;;;52900001;624484
106700000;-3,74956E+18;53350000;621749;53350001;;;52950001;625442
106800000;-4,15029E+17;53400000;638327;53400001;;;53000001;635670
106900000;5,36836E+18;53450000;627322;53450001;;;53050001;613885
107000000;8,66968E+18;53500000;633590;53500001;;;53100001;646375
107100000;6,13468E+18;53550000;661977;53550001;;;53150001;629119
107200000;-1,22408E+18;53600000;632960;53600001;;;53168363;654653
107300000;-5,61124E+18;53650000;624274;53650001;;;53200001;649461
107400000;1,93726E+18;53700000;638130;53700001;;;53250001;625260
107500000;-3,29074E+17;53750000;644988;53750001;;;53350001;621749
107600000;-4,3528E+18;53800000;632755;53800001;;;53400001;638327
107700000;5,30576E+18;53850000;631185;53850001;;;53450001;627322
107800000;2,53049E+18;53900000;650063;53900001;;;53500001;633590
107900000;5,22813E+18;53950000;664155;53950001;;;53550001;661977
108000000;-2,27173E+18;54000000;638481;54000001;;;53600001;632960
108100000;-8,79968E+18;54050000;638577;54050001;;;53650001;624274
108200000;-5,71939E+18;54100000;639256;54100001;;;53700001;638130
108300000;-7,17759E+18;54150000;626905;54150001;;;53750001;644988
108400000;-5,66697E+18;54200000;645774;54200001;;;53800001;632755
108500000;-6,56637E+18;54250000;658679;54250001;;;53850001;631185
108600000;-2,98668E+18;54300000;649011;54300001;;;53900001;650063
108700000;-6,55884E+18;54350000;640141;54350001;;;53950001;664155
108800000;1,63559E+18;53168362;654653;53168363;;;54000001;638481
108900000;1,46443E+18;54450000;650509;54450001;;;54050001;638577
109000000;1,33989E+18;54500000;657027;54500001;;;54100001;639256
109100000;-5,94713E+18;54550000;653149;54550001;;;54150001;626905
109200000;-3,39217E+18;54600000;646112;54600001;;;54200001;645774
109300000;-4,15528E+18;54650000;649813;54650001;;;54250001;658679
109400000;4,31823E+18;54700000;648823;54700001;;;54300001;649011
109500000;4,74487E+17;54750000;646329;54750001;;;54350001;640141
109600000;8,29543E+18;54800000;668224;54800001;;;54450001;650509
109700000;6,77898E+18;54850000;653113;54850001;;;54500001;657027
109800000;-1,82975E+18;4091404;48799;4091405;;;54550001;653149
109900000;4,80213E+18;54950000;660647;54950001;;;54600001;646112
110000000;6,0637E+18;55000000;657180;55000001;;;54650001;649813
110100000;-5,00032E+18;55050000;655799;55050001;;;54700001;648823
110200000;-6,3071E+18;55100000;662085;55100001;;;54750001;646329
110300000;-5,47877E+18;2309161;28827;2309162;;;54800001;668224
110400000;-8,2102E+18;55200000;672523;55200001;;;54850001;653113
110500000;7,87896E+18;55250000;683370;55250001;;;54950001;660647
110600000;-7,60872E+18;55300000;650046;55300001;;;55000001;657180
110700000;4,62338E+18;55350000;664488;55350001;;;55050001;655799
110800000;-5,27056E+18;55400000;657755;55400001;;;55100001;662085
110900000;9,13305E+18;55450000;660026;55450001;;;55200001;672523
111000000;-1,76328E+18;55500000;654826;55500001;;;55250001;683370
111100000;-5,53413E+18;55550000;666068;55550001;;;55300001;650046
111200000;-9,0263E+18;55600000;650425;55600001;;;55350001;664488
;;;;;;;55400001;657755
;;;;;;;55450001;660026
;;;;;;;55500001;654826
;;;;;;;55550001;666068
;;;;;;;55600001;650425
;;;;;;;Suma koñcowa;367563271
